;Ementa;Currículo;Disciplina;Turma;Nome da Disciplina;Horas  Aula;Vagas  Ofertadas;Vagas  Ocupadas;Alunos  Especiais;Saldo  Vagas;Pedidos  sem vaga;Horários;Professor;HorasAula;VagasOfertadas;VagasOcupadas;AlunosEspeciais;SaldoVagas;Pedidossem vaga
4649;;;MTM3476;2223;Geometria Analítica*MATEMÁTICA - Licenciatura;;;;;;;2.0730-3 / EF1-EFI2015.0910-3 / EF1-EFI201;Jose Luiz Rosas Pinho;108.0;60.0;38.0;0.0;22;
4650;;;MTM3490;5222;Introdução à Topologia*MATEMÁTICA - Bacharelado;;;;;;;2.0910-3 / EF1-EFI4025.0910-3 / CFM-CFMA05;Fernando de Lacerda Mortari;108.0;30.0;6.0;0.0;24;
4651;;;MTM3501;05222;Equações Diferenciais Ordinárias*MATEMÁTICA - Bacharelado;;;;;;;3.1010-2 / EF1-EFI3026.1010-2 / CFM-CFMB02;Mario Rodolfo Roldan Daquilema;72.0;30.0;7.0;0.0;23;
4652;;;MTM3510;02223;Introdução à Combinatória e Probabilidade*MATEMÁTICA - Licenciatura;;;;;;;3.1010-2 / EF1-EFI3016.1010-2 / CFM-CFMA06;Melissa Weber Mendonça;72.0;60.0;16.0;0.0;44;
4653;;;MTM3520;05222;Laboratório de Matemática Computacional*MATEMÁTICA - Bacharelado;;;;;;;3.0730-2 / AUX-ALOCAR4.1010-2 / CFM-CFMA05;Melissa Weber Mendonça;72.0;30.0;5.0;0.0;25;
4654;;;MTM3561;03301;Matemática Financeira*ADMINISTRAÇÃO;;;;;;;3.0820-2 / CSE-CSE0015.0820-2 / CSE-CSE001;Douglas Soares Gonçalves;72.0;60.0;59.0;0.0;1;
4655;;;MTM3561;03316;Matemática Financeira*ADMINISTRAÇÃO (noturno);;;;;;;2.2020-2 / CSE-CSE0014.1830-2 / CSE-CSE001;Professor Não Informado;72.0;60.0;60.0;0.0;LOTADA;2.0
4656;;;MTM3581;03223;Seminários I*MATEMÁTICA - Licenciatura;;;;;;;3.1330-2 / CFM-MTM0075.1010-2 / CFM-MTM007;Alda Dayana Mattos Mortari;72.0;40.0;24.0;0.0;16;
4657;;;MTM5116;02002;Calculo II[Cancelada]*FÍSICA - Bacharelado;;;;;;;;Professor Não Informado;108.0;0.0;0.0;0.0;LOTADA;
4658;;;MTM5117;03002;Calculo III[Cancelada]*FÍSICA - Bacharelado;;;;;;;2.1330-2 / AUX-ALOCAR4.1330-2 / AUX-ALOCAR6.1510-2 / AUX-ALOCAR;Antonio Vladimir Martins;108.0;0.0;0.0;0.0;LOTADA;
4659;;;MTM5117;03225;Calculo III[Cancelada]*FÍSICA - Licenciatura (noturno);;;;;;;2.2020-2 / AUX-ALOCAR4.1830-2 / AUX-ALOCAR5.1830-2 / AUX-ALOCAR;Joel Santos Souza;108.0;0.0;0.0;0.0;LOTADA;
4660;;;MTM5118;04002;Calculo IV*FÍSICA - Bacharelado;;;;;;;2.1330-2 / EF1-EFI3044.1330-2 / EF1-EFI304;Luciano Bedin;72.0;40.0;29.0;0.0;11;
4661;;;MTM5118;04225;Calculo IV*FÍSICA - Licenciatura (noturno);;;;;;;2.2020-2 / EF1-EFI2025.2020-2 / EF1-EFI202;Luciano Bedin;72.0;40.0;17.0;0.0;23;
4662;;;MTM5150;06318;Matemática Financeira*CIÊNCIAS ECONÔMICAS (noturno);;;;;;;4.2020-2 / CSE-CSE2136.1830-2 / CSE-CSE213;Diego Emilio Zanellato;72.0;46.0;46.0;0.0;LOTADA;1.0
4663;;;MTM5151;02302;Matemática Financeira I*CIÊNCIAS CONTÁBEIS;;;;;;;2.0820-2 / CSE-CSE2025.1010-2 / CSE-CSE202;Vinícius Viana Luiz Albani;72.0;45.0;44.0;0.0;1;8.0
4664;;;MTM5151;02317;Matemática Financeira I*CIÊNCIAS CONTÁBEIS (noturno);;;;;;;2.2020-2 / CSE-CSE2025.1830-2 / CSE-CSE202;Carlos Pecorari Neto;72.0;45.0;45.0;0.0;LOTADA;16.0
4665;;;MTM5152;03302;Matemática Financeira II*CIÊNCIAS CONTÁBEIS;;;;;;;2.1010-2 / CSE-CSE2035.0820-2 / CSE-CSE203;Vinícius Viana Luiz Albani;72.0;45.0;34.0;0.0;11;
4666;;;MTM5152;03317;Matemática Financeira II*CIÊNCIAS CONTÁBEIS (noturno);;;;;;;3.2020-2 / CSE-CSE2035.2020-2 / CSE-CSE203;Diego Emilio Zanellato;72.0;45.0;45.0;0.0;LOTADA;8.0
4667;;;MTM5162;02230;Cálculo B[Cancelada]*METEOROLOGIA;;;;;;;3.1330-2 / AUX-ALOCAR5.1510-2 / AUX-ALOCAR;Igor Mozolevski;72.0;0.0;0.0;0.0;LOTADA;
4668;;;MTM5163;03230;Cálculo C[Cancelada]*METEOROLOGIA;;;;;;;4.1330-2 / AUX-ALOCAR6.1330-3 / AUX-ALOCAR;Marcio Rodolfo Fernandes;90.0;0.0;0.0;0.0;LOTADA;
4669;;;MTM5164;04230;Calculo D[Cancelada]*METEOROLOGIA;;;;;;;3.1620-2 / AUX-ALOCAR5.1330-2 / AUX-ALOCAR;Professor Não Informado;72.0;0.0;0.0;0.0;LOTADA;
4670;;;MTM5207;03233;Cálculo para Engenharia de Materiais 3[Cancelada]*ENGENHARIA DE MATERIAIS;;;;;;;2.1010-2 / AUX-ALOCAR5.1010-2 / EF1-EFI301;Leonardo Koller Sacht;56.0;0.0;0.0;0.0;LOTADA;
4671;;;MTM5245;02002;Álgebra Linear[Cancelada]*FÍSICA - Bacharelado;;;;;;;3.1330-2 / EF1-EFI3045.1330-2 / EF1-EFI304;Silvia Martini de Holanda;72.0;0.0;0.0;0.0;LOTADA;
4672;;;MTM5245;02215;Álgebra Linear*ENGENHARIA DE ALIMENTOS;;;;;;;3.1510-2 / EF1-EFI5055.1330-2 / EF1-EFI505;Marcio Rodolfo Fernandes;72.0;30.0;28.0;0.0;2;16.0
4673;;;MTM5245;02220;Álgebra Linear*ENGENHARIA DE CONTROLE E AUTOMAÇÃO;;;;;;;3.1010-2 / EF1-EFI2016.1010-2 / EF1-EFI201;Oscar Ricardo Janesch;72.0;60.0;60.0;0.0;LOTADA;6.0
4674;;;MTM5245;03208;Álgebra Linear*CIÊNCIAS DA COMPUTAÇÃO;;;;;;;3.1330-2 / EF1-EFI2045.1330-2 / EF1-EFI204;Paul Krause;72.0;50.0;50.0;0.0;LOTADA;6.0
4675;;;MTM5245;03230;Álgebra Linear*METEOROLOGIA;;;;;;;3.1330-2 / EF1-EFI3045.1330-2 / EF1-EFI304;Daniel Gonçalves;72.0;20.0;20.0;0.0;LOTADA;6.0
4676;;;MTM5264;07222;Estruturas Algébricas*MATEMÁTICA - Bacharelado;;;;;;;2.1330-3 / CFM-CFMB025.0730-3 / CFM-CFMA09;Felipe Lopes Castro;108.0;30.0;7.0;0.0;23;
4677;;;MTM5512;01002;Geometria Analítica*FÍSICA - Bacharelado;;;;;;;3.1330-2 / EF1-EFI5056.1330-2 / EF1-EFI505;Ivan Pontual Costa e Silva;72.0;60.0;59.0;0.0;1;4.0
4678;;;MTM5512;01003;Geometria Analítica*QUÍMICA - Bacharelado;;;;;;;3.1330-2 / AUX-ALOCAR5.1510-2 / EF1-EFI201;Gustavo Adolfo Torres Fernandes da Costa;72.0;60.0;58.0;0.0;2;15.0
4679;;;MTM5512;01205;Geometria Analítica*QUÍMICA - Licenciatura;;;;;;;3.1010-2 / AUX-ALOCAR5.1010-2 / AUX-ALOCAR;Gustavo Adolfo Torres Fernandes da Costa;72.0;60.0;60.0;0.0;LOTADA;7.0
4680;;;MTM5512;01215;Geometria Analítica*ENGENHARIA DE ALIMENTOS;;;;;;;2.1010-2 / EF1-EFI3055.1010-2 / EF1-EFI305;Alcides Buss;72.0;30.0;28.0;0.0;2;12.0
4681;;;MTM5512;01220;Geometria Analítica*ENGENHARIA DE CONTROLE E AUTOMAÇÃO;;;;;;;4.0730-2 / EF1-EFI5056.0730-2 / EF1-EFI505;Gustavo Adolfo Torres Fernandes da Costa;72.0;60.0;60.0;0.0;LOTADA;9.0
4682;;;MTM5512;01220A;Geometria Analítica[Cancelada]*ENGENHARIA DE CONTROLE E AUTOMAÇÃO;;;;;;;2.1620-2 / AUX-ALOCAR4.1620-2 / AUX-ALOCAR;Joel Santos Souza;72.0;0.0;0.0;0.0;LOTADA;
4683;;;MTM5512;01225;Geometria Analítica*FÍSICA - Licenciatura (noturno);;;;;;;3.1830-2 / EF1-EFI2046.1830-2 / EF1-EFI204;Abdelmoubine Amar Henni;72.0;77.0;78.0;0.0;LOTADA;16.0
4684;;;MTM5512;01230;Geometria Analítica*METEOROLOGIA;;;;;;;3.1330-2 / EF1-EFI3016.1510-2 / AUX-ALOCAR;Flavia Tereza Giordani;72.0;60.0;60.0;0.0;LOTADA;
4685;;;MTM5512;01333;Geometria Analítica*OCEANOGRAFIA;;;;;;;3.1620-2 / EF1-EFI2035.1330-2 / EF1-EFI203;Juliano de Bem Francisco;72.0;60.0;60.0;0.0;LOTADA;2.0
4686;;;MTM5512;01336;Geometria Analítica*GEOLOGIA;;;;;;;2.0820-2 / EF1-EFI3014.0820-2 / EF1-EFI301;Professor Não Informado;72.0;62.0;62.0;0.0;LOTADA;
4687;;;MTM5512;01503;Geometria Analítica*CIÊNCIA E TECNOLOGIA DE ALIMENTOS;;;;;;;4.1010-2 / CCA-ZDR0025.1010-2 / CCA-ZDR002;Sérgio Tadao Martins;72.0;60.0;59.0;0.0;1;2.0
4688;;;MTM5512;02208;Geometria Analítica*CIÊNCIAS DA COMPUTAÇÃO;;;;;;;2.1330-2 / EF1-EFI4034.1330-2 / EF1-EFI403;Mykola Khrypchenko;72.0;60.0;59.0;0.0;1;
4689;;;MTM5512;02234;Geometria Analítica*ENGENHARIA DE AQUICULTURA;;;;;;;4.1620-2 / CCA-AQI2025.1330-2 / CCA-AQI202;Milton dos Santos Braitt;72.0;60.0;60.0;0.0;LOTADA;
4690;;;MTM5533;07222;Álgebra Linear Computacional*MATEMÁTICA - Bacharelado;;;;;;;3.1330-3 / CFM-CFMA085.1330-3 / CFM-CFMA08;Fermin Sinforiano Viloche Bazan;108.0;30.0;9.0;0.0;21;
4691;;;MTM5603;07222;Trabalho de Conclusão de Curso I (TCC)*MATEMÁTICA - Bacharelado;;;;;;;;Sonia Elena Palomino Castro;108.0;20.0;10.0;0.0;10;
4692;;;MTM5604;08222;Trabalho de Conclusão de Curso II (TCC)*MATEMÁTICA - Bacharelado;;;;;;;;Sonia Elena Palomino Castro;108.0;20.0;3.0;0.0;17;
4693;;;MTM5628;07222;Equações Diferenciais Ordinarias*MATEMÁTICA - Bacharelado;;;;;;;3.0910-3 / CFM-CFMA086.0910-3 / CFM-CFMA08;Paulo Mendes de Carvalho Neto;108.0;20.0;16.0;0.0;4;
4694;;;MTM5803;99012;H Cálculo III*EDUCAÇÃO FÍSICA CURRICULAR - EFC - (coordenação);;;;;;;4.1830-3 / EF1-EFI4026.1830-3 / EF1-EFI402;Eduardo Tengan;108.0;50.0;17.0;0.0;33;
4695;;;MTM5813;99012;H-Álgebra III*EDUCAÇÃO FÍSICA CURRICULAR - EFC - (coordenação);;;;;;;3.1830-3 / EF1-EFI4025.1830-3 / EF1-EFI402;Douglas Soares Gonçalves;108.0;50.0;11.0;0.0;39;
4696;;;MTM5865;07222;Calculo Variacional*MATEMÁTICA - Bacharelado;;;;;;;2.0910-3 / CFM-CFMB054.0910-3 / CFM-CFMB03;Celso Melchiades Doria;108.0;20.0;13.0;0.0;7;
4697;;;MTM7103;06224;Álgebra I - PCC 18 horas*MATEMÁTICA - Licenciatura (noturno);;;;;;;3.1830-2 / CFM-CFMB025.1830-3 / CFM-CFMB03;Eliezer Batista;90.0;20.0;10.0;0.0;10;
4698;;;MTM7105;04224;Álgebra Linear I - PCC 18 horas*MATEMÁTICA - Licenciatura (noturno);;;;;;;3.1830-2 / EF1-EFI2014.2020-2 / EF1-EFI3016.2020-2 / EF1-EFI301;Mario Cesar Zambaldi;108.0;40.0;10.0;0.0;30;
4699;;;MTM7124;06224;Seminários II*MATEMÁTICA - Licenciatura (noturno);;;;;;;3.2020-2 / EF1-EFI3026.2020-2 / EF1-EFI302;Sonia Elena Palomino Castro;72.0;30.0;9.0;0.0;21;
4700;;;MTM7131;04224;Cálculo I*MATEMÁTICA - Licenciatura (noturno);;;;;;;2.2020-2 / EF1-EFI3013.2020-2 / EF1-EFI3015.2020-2 / EF1-EFI301;Mario Cesar Zambaldi;108.0;40.0;12.0;0.0;28;
4701;;;MTM7133;06224;Cálculo III*MATEMÁTICA - Licenciatura (noturno);;;;;;;2.2020-2 / EF1-EFI5044.1830-2 / EF1-EFI5046.1830-2 / EF1-EFI504;Fermin Sinforiano Viloche Bazan;108.0;20.0;1.0;0.0;19;
4702;;;MTM7134;07223;Métodos Numéricos em Calculo*MATEMÁTICA - Licenciatura;;;;;;;2.1010-2 / CFM-CFMB024.1010-2 / CFM-CFMA09;Fábio Junior Margotti;72.0;30.0;8.0;0.0;22;
4703;;;MTM7135;08224;Introdução à Análise*MATEMÁTICA - Licenciatura (noturno);;;;;;;2.2020-2 / EF1-EFI5024.1830-2 / EF1-EFI5026.1830-2 / CFM-CFM002;Fabio Silva Botelho;108.0;20.0;10.0;0.0;10;
4704;;;MTM7143;07223;Trabalho de Conclusão de Curso I*MATEMÁTICA - Licenciatura;;;;;;;;Sonia Elena Palomino Castro;72.0;40.0;9.0;0.0;31;
4705;;;MTM7144;10224;Trabalho de Conclusão de Curso II (TCC II)*MATEMÁTICA - Licenciatura (noturno);;;;;;;;Sonia Elena Palomino Castro;144.0;30.0;6.0;0.0;24;
4706;;;MUS7104;01338;Introdução à Museologia[Reservada Curso]*MUSEOLOGIA;;;;;;;2.1010-2 / CFH-CFH3332.1420-4 / CFH-CFH333;Professor A Contratar;108.0;35.0;34.0;0.0;1;
4707;;;MUS7105;01338;Metodologia Científica[Reservada Curso]*MUSEOLOGIA;;;;;;;4.1420-4 / CFH-CFH333;Rose Elke Debiasi;72.0;37.0;37.0;0.0;LOTADA;2.0
4708;;;MUS7305;03338;Pensamento Contemporâneo em Museologia[Reservada Curso]*MUSEOLOGIA;;;;;;;6.1420-4 / CFH-CFH318;Professor A Contratar;72.0;30.0;22.0;0.0;8;
4709;;;MUS7306;03338;Comunicação Museológica[Reservada Curso]*MUSEOLOGIA;;;;;;;2.1420-4 / CFH-CFH318;Rose Elke Debiasi;72.0;30.0;17.0;0.0;13;
4710;;;MUS7505;05338;Preservação e Conservação de Bens Culturais II[Reservada Curso]*MUSEOLOGIA;;;;;;;6.1420-4 / CFH-CFH312;Rose Elke Debiasi;72.0;30.0;19.0;0.0;11;
4711;;;MUS7506;05338;Expografia I[Reservada Curso]*MUSEOLOGIA;;;;;;;3.1420-4 / CFH-CFH312;Professor A Contratar;72.0;30.0;21.0;0.0;9;
4712;;;MUS7701;07338;Prática de Exposição[Reservada Curso]*MUSEOLOGIA;;;;;;;2.1420-3 / CFH-CFH3205.1420-3 / CFH-CFH320;Renata Cardozo PadilhaProfessor A Contratar;108.0;30.0;13.0;0.0;17;
4713;;;MUS7702;07338;Metodologia da Pesquisa[Reservada Curso]*MUSEOLOGIA;;;;;;;4.0820-4 / CFH-CFH320;Rose Elke Debiasi;72.0;30.0;16.0;0.0;14;
4714;;;MUS7801;07338;Estágio Curricular Obrigatório[Reservada Curso]*MUSEOLOGIA;;;;;;;3.0820-4 / CFH-CFH315;Valdemar de Assis Lima;180.0;25.0;11.0;0.0;14;
4715;;;MUS7802;08338;Trabalho de Conclusão de Curso[Reservada Curso]*MUSEOLOGIA;;;;;;;5.0820-4 / CFH-CFH320;Thainá Castro Costa Figueiredo Lopes;144.0;25.0;12.0;0.0;13;
4716;;;MUS7908;07338;Museologia Social e Processos Museais*MUSEOLOGIA;;;;;;;6.1420-4 / AUX-ALOCAR;Valdemar de Assis Lima;72.0;25.0;0.0;0.0;25;
4717;;;NFR5105;03101;Fundamentos para o Cuidado Profissional[Reservada Curso]*ENFERMAGEM;;;;;;;2.0730-5 / CCS-CCS9133.0730-5 / CCS-CCS9134.0730-5 / CCS-CCS9134.1420-1 / CCS-CCS9135.0730-5 / CCS-CCS913;Luciana Neves da Silva BampiMara Ambrosina de Oliveira VargasMonica Motta LinoDiovane Ghignatti da CostaJanaína Medeiros de SouzaBruna Pedroso CaneverProfessor A ContratarVera RadunzAline Lima Pestana MagalhaesNatalia Goncalves;378.0;35.0;35.0;0.0;LOTADA;1.0
4718;;;NFR5111;01101;Aprendizagem Vivencial I[Reservada Curso]*ENFERMAGEM;;;;;;;2.1620-2 / CCS-CCS910;Ana Izabel Jatoba de Souza;36.0;40.0;40.0;0.0;LOTADA;
4719;;;NFR5112;03101;Aprendizagem Vivencial II*ENFERMAGEM;;;;;;;2.1330-2 / CCS-CCS922;Luciara Fabiane SeboldValeria de Cassia Sparapani;36.0;38.0;38.0;0.0;LOTADA;
4720;;;NFR5113;05101;Aprendizagem Vivencial III[Reservada Curso]*ENFERMAGEM;;;;;;;2.1510-2 / CCS-CCS912;Margarete Maria de LimaBruna Pedroso Canever;36.0;38.0;35.0;0.0;3;
4721;;;NFR5128;01101;Enfermagem em Primeiros Socorros[Reservada Curso]*ENFERMAGEM;;;;;;;2.1330-2 / CCS-CCS916;Diovane Ghignatti da CostaAriane Thaise Frello RoqueAline Lima Pestana Magalhaes;36.0;35.0;20.0;0.0;15;
4722;;;NFR5160;04101;Sociedade, Saúde e Violência[Reservada Curso]*ENFERMAGEM;;;;;;;3.1330-2 / CCS-CCS902;Soraia Dornelles Schoeller;36.0;35.0;30.0;0.0;5;
4723;;;NFR5169;06101;Mercado de Trabalho em Enfermagem e Novas Modalidades de Prestação de Serviço[Reservada Curso]*ENFERMAGEM;;;;;;;3.1620-2 / AUX-ALOCAR;Professor Não Informado;36.0;30.0;15.0;0.0;15;
4724;;;NFR5170;04101;Informática em Saúde[Reservada Curso]*ENFERMAGEM;;;;;;;3.1510-2 / CCS-CCS902;Sayonara de Fatima Faria BarbosaGrace Teresinha Marcon Dal Sasso;36.0;40.0;40.0;0.0;LOTADA;2.0
4725;;;NFR5173;06101;Corpo gênero e Sexualidade[Reservada Curso]*ENFERMAGEM;;;;;;;2.1330-2 / CCS-CCS923;Olga Regina Zigelli GarciaMaria Lígia dos Reis Bellaguarda;36.0;35.0;30.0;0.0;5;
4726;;;NFR5174;07101;Fenômeno drogas[Reservada Curso]*ENFERMAGEM;;;;;;;2.1330-2 / CCS-CCS902;Silvana Silveira KempferMaria Terezinha Zeferino;36.0;35.0;34.0;0.0;1;
4727;;;NFR5175;08101;Projetos de Investiação e Intervenção[Reservada Curso]*ENFERMAGEM;;;;;;;2.1330-2 / CCS-CCS913;Sayonara de Fatima Faria BarbosaGrace Teresinha Marcon Dal SassoJosé Luís Guedes dos Santos;36.0;35.0;32.0;0.0;3;
4728;;;NFR5181;09101;Trabalho de Conclusão de Curso I[Reservada Curso]*ENFERMAGEM;;;;;;;6.1330-2 / CCS-CCS927;Luciana Martins da RosaJuliana Balbinot Reis GirorndiRoberta Costa;36.0;35.0;26.0;0.0;9;
4729;;;NFR5182;10101;Trabalho de Conclusão de Curso II[Reservada Curso]*ENFERMAGEM;;;;;;;6.1330-2 / CCS-CCS917;José Luís Guedes dos SantosGrace Teresinha Marcon Dal SassoSayonara de Fatima Faria Barbosa;36.0;35.0;25.0;0.0;10;
4730;;;NFR5307;05101;Enfermagem Gerontogeriatrica[Reservada Curso]*ENFERMAGEM;;;;;;;3.1330-2 / AUX-ALOCAR;Angela Maria Alvarez;36.0;30.0;15.0;0.0;15;
4731;;;NFR5308;05101;Enfermagem em Oncologia[Cancelada]*ENFERMAGEM;;;;;;;3.1330-2 / AUX-ALOCAR;Ana Izabel Jatoba de SouzaVera RadunzLuciana Martins da RosaJane Cristina Anders;36.0;0.0;0.0;0.0;LOTADA;
4732;;;NFR5423;08101;Programa de Intercâmbio I[Reservada Curso]*ENFERMAGEM;;;;;;;;Soraia Dornelles Schoeller;0.0;5.0;3.0;0.0;2;
4733;;;NFR5424;09101;Programa de Intercâmbio II[Reservada Curso]*ENFERMAGEM;;;;;;;;Soraia Dornelles Schoeller;0.0;5.0;1.0;0.0;4;
4734;;;NFR7010;03103;Biossegurança na Assistência em Saúde[Cancelada]*MEDICINA;;;;;;;;Ana Graziela Alvarez;36.0;0.0;0.0;0.0;LOTADA;
4735;;;NTR1119;03009;Introdução a Trabalhos Acadêmicos em Nutrição[Reservada Curso]*NUTRIÇÃO;;;;;;;4.1510-2 / CCS-CCS922;Rayza Dal Molin CorteseAna Carolina FernandesGreyce Luci Bernardo;36.0;42.0;42.0;0.0;LOTADA;2.0
4736;;;NTR1119;07009;Introdução a Trabalhos Acadêmicos em Nutrição[Reservada Curso]*NUTRIÇÃO;;;;;;;6.1330-2 / CCS-CCS922;Greyce Luci BernardoPaula Lazzarin UggioniAna Carolina Fernandes;36.0;46.0;42.0;0.0;4;
4737;;;NTR5100;04503;Princípios de Nutrição[Reservada Curso]*CIÊNCIA E TECNOLOGIA DE ALIMENTOS;;;;;;;5.1510-3 / AUX-ALOCAR;Francieli CembranelAna Paula Gines GeraldoPatricia Faria di PietroBrunna Cristina Bremer Boaventura;54.0;35.0;19.0;0.0;16;
4738;;;NTR5106;05215;Nutrição Básica*ENGENHARIA DE ALIMENTOS;;;;;;;2.1330-3 / AUX-ALOCAR;Patricia Faria di PietroFrancieli CembranelAna Paula Gines GeraldoBrunna Cristina Bremer Boaventura;54.0;25.0;15.0;0.0;10;
4739;;;NTR5107;08444;Nutrição e Atividade Física (PCC 18 horas)*EDUCAÇÃO FÍSICA - Bacharelado;;;;;;;6.0910-3 / CDS-CDS525;Fernanda HansenLetícia Carina Ribeiro da Silva;54.0;30.0;29.0;0.0;1;4.0
4740;;;NTR5120;03009A;Epidemiologia Nutricional[Reservada Curso]*NUTRIÇÃO;;;;;;;5.0820-4 / CCS-CCS917;Francilene Gracieli Kunradi VieiraGilberto Veras CaldeiraRayza Dal Molin CorteseGabriele RockenbachJúlia Dubois Moreira;72.0;10.0;10.0;0.0;LOTADA;
4741;;;NTR5120;03009B;Epidemiologia Nutricional[Reservada Curso]*NUTRIÇÃO;;;;;;;5.0820-4 / CCS-CCS917;Gilberto Veras CaldeiraRayza Dal Molin CorteseGabriele RockenbachJúlia Dubois MoreiraFrancilene Gracieli Kunradi Vieira;72.0;10.0;10.0;0.0;LOTADA;
4742;;;NTR5120;03009C;Epidemiologia Nutricional[Reservada Curso]*NUTRIÇÃO;;;;;;;5.0820-4 / CCS-CCS917;Gilberto Veras CaldeiraRayza Dal Molin CorteseGabriele RockenbachJúlia Dubois MoreiraFrancilene Gracieli Kunradi Vieira;72.0;10.0;10.0;0.0;LOTADA;
4743;;;NTR5120;03009D;Epidemiologia Nutricional[Reservada Curso]*NUTRIÇÃO;;;;;;;5.0820-4 / CCS-CCS917;Gilberto Veras CaldeiraCristine Garcia GabrielGabriele RockenbachJúlia Dubois MoreiraFrancilene Gracieli Kunradi Vieira;72.0;10.0;10.0;0.0;LOTADA;
4744;;;NTR5120;03009E;Epidemiologia Nutricional[Reservada Curso]*NUTRIÇÃO;;;;;;;5.0820-4 / CCS-CCS917;Gilberto Veras CaldeiraRayza Dal Molin CorteseGabriele RockenbachJúlia Dubois MoreiraFrancilene Gracieli Kunradi Vieira;72.0;10.0;3.0;0.0;7;
4745;;;NTR5123;06503;Nutrição Experimental[Reservada Curso]*CIÊNCIA E TECNOLOGIA DE ALIMENTOS;;;;;;;3.1330-3 / AUX-ALOCAR;Francieli CembranelFernanda HansenLetícia Carina Ribeiro da Silva;54.0;35.0;14.0;0.0;21;
4746;;;NTR5412;09009A;Estágio Supervisionado em Nutrição Clínica[Reservada Curso]*NUTRIÇÃO;;;;;;;;Elisabeth WazlawikAmanda Bagolin do NascimentoJúlia Dubois MoreiraDebora Kurrle Rieger VenskeLuciana da Conceição AntunesYara Maria Franco MorenoErasmo Benicio Santos de Moraes TrindadeGiovanna Medeiros Rataichesck Fiates;324.0;4.0;4.0;0.0;LOTADA;
4747;;;NTR5412;09009B;Estágio Supervisionado em Nutrição Clínica[Reservada Curso]*NUTRIÇÃO;;;;;;;;Elisabeth WazlawikAmanda Bagolin do NascimentoJúlia Dubois MoreiraDebora Kurrle Rieger VenskeErasmo Benicio Santos de Moraes TrindadeYara Maria Franco MorenoLuciana da Conceição AntunesGiovanna Medeiros Rataichesck Fiates;324.0;4.0;3.0;0.0;1;
4748;;;NTR5412;09009C;Estágio Supervisionado em Nutrição Clínica[Reservada Curso]*NUTRIÇÃO;;;;;;;;Elisabeth WazlawikAmanda Bagolin do NascimentoJúlia Dubois MoreiraDebora Kurrle Rieger VenskeYara Maria Franco MorenoErasmo Benicio Santos de Moraes TrindadeGiovanna Medeiros Rataichesck FiatesLuciana da Conceição Antunes;324.0;4.0;2.0;0.0;2;
4749;;;NTR5412;09009D;Estágio Supervisionado em Nutrição Clínica[Reservada Curso]*NUTRIÇÃO;;;;;;;;Elisabeth WazlawikJúlia Dubois MoreiraAmanda Bagolin do NascimentoDebora Kurrle Rieger VenskeYara Maria Franco MorenoErasmo Benicio Santos de Moraes TrindadeGiovanna Medeiros Rataichesck FiatesLuciana da Conceição Antunes;324.0;4.0;1.0;0.0;3;
4750;;;NTR5412;09009E;Estágio Supervisionado em Nutrição Clínica[Reservada Curso]*NUTRIÇÃO;;;;;;;;Elisabeth WazlawikJúlia Dubois MoreiraAmanda Bagolin do NascimentoDebora Kurrle Rieger VenskeYara Maria Franco MorenoGiovanna Medeiros Rataichesck FiatesErasmo Benicio Santos de Moraes TrindadeLuciana da Conceição Antunes;324.0;4.0;2.0;0.0;2;
4751;;;NTR5412;09009F;Estágio Supervisionado em Nutrição Clínica[Reservada Curso]*NUTRIÇÃO;;;;;;;;Elisabeth WazlawikJúlia Dubois MoreiraDebora Kurrle Rieger VenskeAmanda Bagolin do NascimentoYara Maria Franco MorenoGiovanna Medeiros Rataichesck FiatesErasmo Benicio Santos de Moraes TrindadeLuciana da Conceição Antunes;324.0;3.0;2.0;0.0;1;
4752;;;NTR5412;09009G;Estágio Supervisionado em Nutrição Clínica[Reservada Curso]*NUTRIÇÃO;;;;;;;;Elisabeth WazlawikDebora Kurrle Rieger VenskeJúlia Dubois MoreiraAmanda Bagolin do NascimentoYara Maria Franco MorenoErasmo Benicio Santos de Moraes TrindadeGiovanna Medeiros Rataichesck FiatesLuciana da Conceição Antunes;324.0;3.0;2.0;0.0;1;
4753;;;NTR5412;09009H;Estágio Supervisionado em Nutrição Clínica[Reservada Curso]*NUTRIÇÃO;;;;;;;;Debora Kurrle Rieger VenskeJúlia Dubois MoreiraAmanda Bagolin do NascimentoYara Maria Franco MorenoElisabeth WazlawikGiovanna Medeiros Rataichesck FiatesLuciana da Conceição AntunesErasmo Benicio Santos de Moraes Trindade;324.0;3.0;3.0;0.0;LOTADA;
4754;;;NTR5414;09009A;Estágio Supervisionado de Nutrição em Saúde Pública[Reservada Curso]*NUTRIÇÃO;;;;;;;;Gilberto Veras CaldeiraClaudia SoarGabriele RockenbachLucia Andreia Zanette Ramos ZeniMauricio Soares LeiteElizabeth Nappi CorreaJanaina das NevesRayza Dal Molin Cortese;324.0;3.0;3.0;0.0;LOTADA;
4755;;;NTR5414;09009B;Estágio Supervisionado de Nutrição em Saúde Pública[Reservada Curso]*NUTRIÇÃO;;;;;;;;Gilberto Veras CaldeiraClaudia SoarLucia Andreia Zanette Ramos ZeniGabriele RockenbachMauricio Soares LeiteElizabeth Nappi CorreaJanaina das Neves;324.0;3.0;3.0;0.0;LOTADA;
